is_auth,is_order,is_payment,z_latency,z_errors,z_warns,traffic_delta,anomaly_count,label
0,1,0,0.012,0.059,0.141,0.175,0,0
0,0,1,9.772,-0.544,2.063,-0.095,2,1
0,0,1,-0.952,-0.07,-0.02,0.059,0,0
0,1,0,0.358,-0.019,0.055,0.017,0,0
1,0,0,5.12,0.297,11.668,-0.369,2,1
0,1,0,7.583,-0.473,7.194,5.079,3,1
1,0,0,10.242,-0.388,5.836,0.132,2,1
1,0,0,2.419,20.953,19.828,0.127,2,1
0,0,1,-0.24,0.269,-0.065,-0.026,0,0
1,0,0,1.355,0.422,0.099,0.106,0,0
0,0,1,4.67,-0.17,4.182,2.732,3,1
0,0,1,7.867,-0.135,2.984,0.061,2,1
1,0,0,1.771,21.569,7.263,-0.091,2,1
0,1,0,-1.548,0.429,0.094,0.072,0,0
0,1,0,-1.608,0.06,-0.25,-0.049,0,0
1,0,0,0.099,0.429,-0.484,0.059,0,0
0,0,1,6.016,0.226,7.869,-0.326,2,1
0,1,0,0.199,9.401,13.047,0.138,2,1
0,0,1,7.801,0.354,3.73,5.516,3,1
0,0,1,2.115,63.871,20.006,0.036,2,1
1,0,0,0.519,-0.249,-0.662,0.021,0,0
1,0,0,0.619,0.424,0.355,-0.104,0,0
1,0,0,0.557,-0.135,0.201,0.125,0,0
1,0,0,2.001,0.254,0.11,-0.097,0,0
0,1,0,-0.034,-0.031,0.272,-0.014,0,0
0,1,0,4.18,8.72,18.382,-0.036,3,1
1,0,0,-1.098,0.418,0.315,0.021,0,0
1,0,0,7.203,-0.176,5.606,4.116,3,1
0,0,1,1.808,1.291,14.373,-0.057,1,1
0,1,0,-1.807,0.165,-0.153,0.004,0,0
0,0,1,-0.689,61.136,10.928,-0.031,2,1
0,0,1,-0.612,-0.149,0.062,-0.028,0,0
0,1,0,-1.843,-0.077,0.516,-0.061,0,0
1,0,0,-1.741,0.016,0.001,0.074,0,0
0,0,1,-0.2,-0.076,0.203,0.052,0,0
0,1,0,12.055,-0.356,1.496,-0.044,1,1
0,1,0,2.36,0.021,-0.162,-0.117,0,0
0,0,1,0.784,0.03,-0.4,0.036,0,0
0,0,1,0.184,-0.197,-0.288,0.084,0,0
1,0,0,4.839,-0.018,8.756,-0.205,2,1
0,0,1,-0.843,-0.125,-0.2,-0.063,0,0
0,1,0,4.217,1.49,16.93,0.047,2,1
0,1,0,-0.692,0.282,0.106,-0.124,0,0
1,0,0,-0.182,-0.208,-0.199,-0.046,0,0
0,0,1,3.815,1.402,15.418,-0.011,2,1
0,1,0,4.852,0.966,17.897,0.016,2,1
0,1,0,3.955,1.386,9.921,-0.129,2,1
0,0,1,0.109,0.111,-0.4,-0.06,0,0
1,0,0,5.228,0.124,4.78,0.092,2,1
1,0,0,0.326,0.144,1.026,-0.05,0,0
0,1,0,0.038,-0.242,-0.166,0.046,0,0
0,0,1,5.737,0.009,7.129,4.323,3,1
1,0,0,2.085,1.129,16.759,-0.153,1,1
0,0,1,0.63,0.064,-0.033,0.102,0,0
0,0,1,-1.325,-0.034,-0.333,0.075,0,0
0,1,0,0.004,-0.169,0.089,0.115,0,0
0,1,0,4.501,1.233,11.813,0.001,2,1
1,0,0,-0.313,-0.497,0.393,0.031,0,0
1,0,0,6.181,0.033,6.051,-0.113,2,1
0,1,0,-3.235,-0.106,0.662,-0.113,0,0
1,0,0,4.051,0.076,3.196,0.12,2,1
0,1,0,-0.114,-0.093,-0.449,0.067,0,0
1,0,0,1.121,-0.034,0.155,0.045,0,0
0,1,0,8.05,0.097,4.855,5.099,3,1
1,0,0,-0.189,-0.339,-0.367,-0.01,0,0
0,0,1,-1.321,-0.22,0.016,-0.093,0,0
0,0,1,6.083,-0.419,6.132,4.75,3,1
1,0,0,5.642,-0.64,9.304,-0.246,2,1
0,0,1,0.318,-0.2,-0.215,-0.012,0,0
0,1,0,-2.432,-0.182,-0.053,-0.097,0,0
1,0,0,-1.745,0.075,0.342,0.038,0,0
1,0,0,3.965,0.347,6.214,4.289,3,1
0,1,0,8.579,0.336,5.434,4.935,3,1
1,0,0,-0.265,0.349,-0.059,-0.135,0,0
0,1,0,3.452,-0.096,7.5,-0.356,2,1
1,0,0,-1.717,-0.115,-0.642,-0.061,0,0
0,1,0,-2.566,-0.298,-0.086,0.038,0,0
0,0,1,-0.414,0.223,0.714,0.084,0,0
0,1,0,2.833,1.528,14.987,0.187,2,1
1,0,0,8.017,0.463,7.007,-0.033,2,1
0,1,0,-0.65,0.155,0.204,-0.028,0,0
1,0,0,-0.459,-0.273,0.132,-0.01,0,0
0,0,1,7.339,0.563,5.065,5.445,3,1
0,0,1,-0.902,-0.102,0.175,0.103,0,0
1,0,0,0.411,0.187,0.746,-0.046,0,0
1,0,0,5.094,-0.117,12.051,-0.396,2,1
1,0,0,2.09,0.167,1.062,0.147,0,0
0,1,0,-0.916,0.154,0.537,0.015,0,0
0,1,0,1.869,9.599,17.214,-0.04,2,1
0,0,1,3.911,1.396,12.118,0.016,2,1
0,0,1,9.691,-0.285,3.384,-0.075,2,1
0,0,1,1.18,0.325,-0.4,0.075,0,0
1,0,0,-0.798,0.048,0.421,0.073,0,0
0,1,0,0.392,0.178,1.598,0.012,0,0
0,0,1,5.42,1.552,11.992,-0.01,2,1
1,0,0,5.229,1.168,16.513,0.089,2,1
0,0,1,7.406,0.052,3.256,-0.046,2,1
1,0,0,-0.128,-0.111,-0.65,0.082,0,0
0,1,0,-0.116,0.375,-0.333,0.03,0,0
0,0,1,1.093,-0.299,-0.208,-0.023,0,0
0,0,1,0.514,0.23,2.683,2.662,2,0
1,0,0,1.146,0.625,-0.029,-0.072,0,0
1,0,0,-1.46,0.069,0.119,-0.04,0,0
1,0,0,-0.541,0.16,0.359,-0.004,0,0
1,0,0,0.843,0.256,0.164,-0.153,0,0
1,0,0,-1.071,-0.06,-0.762,0.084,0,0
0,0,1,4.6,20.036,8.986,0.07,3,1
0,1,0,0.443,-0.291,0.006,-0.064,0,0
0,1,0,-1.793,0.182,-0.972,0.163,0,0
0,1,0,-0.373,0.082,-0.274,0.085,0,0
0,1,0,0.643,0.117,-0.439,-0.082,0,0
1,0,0,-0.162,-0.136,0.5,-0.014,0,0
1,0,0,2.099,13.024,17.164,-0.112,2,1
0,0,1,0.659,0.369,0.514,0.025,0,0
1,0,0,-0.989,-0.088,-0.158,-0.202,0,0
0,1,0,3.604,-0.397,1.882,-0.025,1,1
0,1,0,6.137,-0.076,6.181,-0.216,2,1
1,0,0,6.214,-0.15,5.772,5.382,3,1
1,0,0,3.549,28.411,15.509,-0.094,3,1
0,0,1,2.214,30.643,18.967,0.008,2,1
1,0,0,0.357,1.318,15.919,-0.032,1,1
0,0,1,-0.079,-0.034,-0.385,0.063,0,0
1,0,0,1.865,-0.108,-0.369,-0.022,0,0
1,0,0,0.667,-0.206,0.585,0.035,0,0
1,0,0,0.014,0.007,-0.8,-0.004,0,0
0,1,0,0.612,-0.188,-0.282,-0.158,0,0
0,0,1,-1.163,0.169,-0.4,-0.03,0,0
0,0,1,3.85,-0.115,7.295,3.544,3,1
0,1,0,2.903,0.061,7.566,4.185,3,1
0,1,0,-1.063,0,-0.177,0.121,0,0
1,0,0,2.397,0.157,-0.081,-0.057,0,0
0,1,0,1.912,9.626,7.936,0.043,2,1
0,1,0,1.083,-0.387,-0.558,0.051,0,0
0,0,1,-0.65,0.014,-0.032,0.034,0,0
1,0,0,6.287,-0.261,3.495,-0.096,2,1
0,1,0,0.945,0.74,-0.834,-0.014,0,0
0,0,1,2.283,1.146,16.911,0.119,1,1
0,0,1,-1.773,0.19,0.007,-0.01,0,0
0,1,0,-0.635,-0.037,-0.026,0.015,0,0
1,0,0,9.904,-0.298,3.741,-0.056,2,1
0,1,0,-0.985,0.271,-0.039,-0.061,0,0
1,0,0,-1.365,-0.085,-0.051,0.113,0,0
0,1,0,9.291,-0.258,2.066,0.126,2,1
0,0,1,-0.475,-0.17,0.688,0.097,0,0
1,0,0,-0.455,0.209,0.218,-0.027,0,0
0,1,0,0.541,-0.125,0.163,0,0,0
1,0,0,0.606,-0.003,-0.147,0.062,0,0
0,0,1,6.657,-0.355,5.114,5.152,3,1
0,0,1,-0.024,0.218,0.128,0.072,0,0
1,0,0,1.297,0.117,0.057,-0.155,0,0
0,0,1,0.403,0.269,0.555,-0.043,0,0
0,1,0,4.68,-0.307,6.032,-0.366,2,1
0,0,1,-0.309,0.315,0.344,-0.028,0,0
0,0,1,0.689,0.365,-0.182,0.177,0,0
0,0,1,0.299,0.456,0.664,-0.117,0,0
1,0,0,0.451,-0.146,0.162,0.132,0,0
0,0,1,6.71,-0.212,3.836,4.733,3,1
0,1,0,-0.213,-0.109,0.089,-0.029,0,0
0,1,0,-0.508,0.158,0.462,0.063,0,0
1,0,0,-0.814,-0.255,-0.006,0.031,0,0
1,0,0,0.459,-0.291,-0.241,-0.009,0,0
1,0,0,3.207,9.905,15.029,0.085,3,1
0,0,1,-0.527,0.091,0.089,-0.054,0,0
0,1,0,2.207,1.455,15.788,0.011,1,1
0,1,0,2.991,1.18,13.045,-0.07,2,1
0,0,1,-1.334,0.001,-0.4,0.163,0,0
0,0,1,-2.276,-0.197,0.018,0.039,0,0
0,1,0,1.529,-0.192,0.379,0.023,0,0
0,0,1,0.343,1.317,13.177,-0.069,1,1
0,0,1,3.888,34.525,18.622,0,3,1
1,0,0,-0.649,0,-0.025,-0.039,0,0
0,0,1,1.425,0.053,0.13,-0.101,0,0
1,0,0,10.101,-0.459,7.554,3.436,3,1
1,0,0,-0.317,-0.539,0.125,0.019,0,0
0,0,1,6.722,0.673,3.993,4.377,3,1
1,0,0,4.454,1.501,15.661,0.086,2,1
0,0,1,-0.292,-0.054,-0.066,-0.07,0,0
0,1,0,-0.043,0.143,-0.087,-0.089,0,0
0,1,0,1.155,0.166,-0.211,0.062,0,0
0,0,1,1.013,-0.263,-0.272,-0.064,0,0
0,1,0,0.053,-0.077,-0.079,-0.034,0,0
0,1,0,1.123,-0.17,-0.154,2.742,1,0
0,1,0,0.339,0.554,0.124,0.062,0,0
0,0,1,-0.756,-0.079,0.096,0.008,0,0
1,0,0,-1.392,0.203,0.293,-0.033,0,0
0,0,1,1.617,-0.01,0.13,-0.051,0,0
1,0,0,1.56,-0.144,-0.143,0.004,0,0
0,0,1,-0.159,0.828,-0.4,-0.126,0,0
1,0,0,-1.233,0.254,-0.141,-0.024,0,0
0,0,1,0.94,-0.232,-0.251,0.078,0,0
0,0,1,4.308,1.106,11.923,-0.023,2,1
0,0,1,0.785,-0.293,-0.003,-0.023,0,0
0,1,0,0.194,-0.008,0.199,-0.128,0,0
0,0,1,1.584,0.498,-0.156,0.09,0,0
0,1,0,0.46,-0.074,-0.241,0.027,0,0
0,1,0,3.769,-0.042,9.164,-0.37,2,1
0,0,1,5.28,-0.088,7.948,-0.176,2,1
0,1,0,4.359,1.045,18.152,-0.043,2,1
0,1,0,-1.677,0.176,0.58,0.077,0,0
1,0,0,0.805,0.001,-0.465,0.03,0,0
0,0,1,3.732,1.259,13.381,-0.107,2,1
1,0,0,-0.273,0.055,0.179,-0.11,0,0
0,1,0,-0.398,0.441,-0.051,-0.111,0,0
0,0,1,-0.245,0.098,-0.237,0.013,0,0
0,1,0,3.795,0.001,6.447,5.297,3,1
0,1,0,0.422,0.331,-0.453,0.006,0,0
0,1,0,-0.292,0.782,0.098,0.056,0,0
0,0,1,-2.411,-0.078,0.146,-0.05,0,0
0,0,1,6.758,-0.057,8.364,-0.384,2,1
0,1,0,-1.052,-0.022,-0.452,-0.091,0,0
1,0,0,-0.695,0.097,-0.8,-0.03,0,0
0,0,1,10.818,0.34,3.688,0.059,2,1
0,0,1,3.397,1.164,10.94,-0.061,2,1
0,0,1,0.866,0.301,0.793,-0.082,0,0
0,1,0,0.214,0.289,0.341,0.041,0,0
0,0,1,6.899,0.493,4.748,5.476,3,1
0,1,0,3.983,6.521,12.434,0.001,3,1
0,0,1,6.413,-0.491,6.607,5.17,3,1
1,0,0,7.274,-0.122,8.392,3.806,3,1
1,0,0,1.773,-0.391,0.01,-0.054,0,0
0,1,0,2.16,0.064,0.888,3.337,1,0
0,1,0,2.443,0.158,-0.059,-0.058,0,0
1,0,0,-2.017,0.271,0.749,-0.049,0,0
1,0,0,3.525,1.168,16.502,-0.037,2,1
0,1,0,0.694,-0.162,0.599,-0.067,0,0
0,0,1,1.618,0.162,-0.055,0.079,0,0
0,0,1,-0.55,0.08,0.366,0.056,0,0
0,1,0,3.184,14.107,8.992,-0.151,3,1
0,0,1,3.113,1.177,18.502,0,2,1
1,0,0,1.971,33.572,17.663,-0.152,2,1
1,0,0,10.437,-0.284,5.263,0.14,2,1
1,0,0,-0.748,-0.135,-0.714,-0.152,0,0
0,0,1,0.648,0.189,0.552,0.064,0,0
0,0,1,-0.336,-0.172,0.897,0.055,0,0
0,1,0,2.47,6.6,13.835,0.085,2,1
0,1,0,0.051,0.451,-0.224,-0.101,0,0
1,0,0,0.546,-0.556,0.676,-0.062,0,0
0,0,1,2.437,-0.247,-0.086,0.073,0,0
0,1,0,5.012,0.104,7.354,5.203,3,1
0,1,0,-0.469,0.159,-0.115,-0.034,0,0
0,0,1,6.422,0.249,6.69,4.125,3,1
1,0,0,4.972,-0.098,7.571,5.34,3,1
0,1,0,0.291,-0.102,-0.061,0.01,0,0
1,0,0,0.795,-0.273,0.222,-0.084,0,0
1,0,0,1.111,30.013,20.061,0.001,2,1
0,0,1,4.955,-0.324,6.624,4.192,3,1
0,1,0,0.964,0.295,0.255,-0.006,0,0
0,0,1,-0.566,0.522,0.559,3.028,1,0
0,0,1,0.222,0.043,0.513,-0.046,0,0
0,1,0,9.971,0.082,5.48,-0.007,2,1
0,0,1,-2.369,0.071,1.447,-0.161,0,0
0,1,0,0.36,0.209,0.012,0.045,0,0
0,0,1,5.42,0.087,3.88,5.654,3,1
0,1,0,-0.458,-0.182,0.1,0.078,0,0
0,0,1,6.658,0.231,7.162,-0.206,2,1
0,1,0,-0.223,0.177,-0.699,-0.062,0,0
1,0,0,5.72,-0.162,7.025,3.419,3,1
0,0,1,-0.838,-0.394,0.232,-0.063,0,0
0,0,1,2.027,42.111,8.121,-0.017,2,1
1,0,0,-0.119,-0.265,0.988,-0.09,0,0
1,0,0,1.226,0.264,0.14,-0.075,0,0
0,0,1,-0.562,0.221,-0.32,0.081,0,0
1,0,0,-0.392,-0.261,-0.462,-0.08,0,0
1,0,0,6.721,-0.045,4.341,3.906,3,1
1,0,0,1.633,-0.133,2.132,2.989,2,0
0,1,0,7.497,-0.471,4.343,4.389,3,1
1,0,0,2,24.36,17.33,-0.032,2,1
1,0,0,7.566,-0.114,7.265,3.836,3,1
0,0,1,-2.223,-0.038,-0.074,0.015,0,0
0,0,1,5.119,-0.249,5.075,5.499,3,1
0,1,0,-2.015,-0.376,0.433,0.058,0,0
1,0,0,1.82,24.824,13.294,0.114,2,1
0,1,0,1.917,15.503,13.906,-0.044,2,1
1,0,0,4.513,1.28,14.185,-0.053,2,1
0,0,1,-0.425,0.464,-0.161,-0.105,0,0
1,0,0,1.107,-0.054,0.701,-0.044,0,0
0,1,0,-0.242,0.151,-0.273,-0.065,0,0
0,0,1,0.346,0.134,0.352,-0.068,0,0
1,0,0,4.685,0.881,13.624,-0.076,2,1
0,1,0,-1.515,0.182,-0.263,0.066,0,0
1,0,0,1.512,29.697,17.353,-0.083,2,1
0,1,0,4.848,-0.047,4.906,0.015,2,1
0,1,0,-0.315,-0.189,1.214,0.094,0,0
0,1,0,0.926,0.365,0.472,3.053,1,0
1,0,0,-1.244,0.015,0.158,0.102,0,0
1,0,0,1.771,1.733,12.428,-0.05,1,1
0,0,1,1.707,-0.037,0.15,0.091,0,0
0,1,0,-1.607,-0.026,0.289,-0.052,0,0
1,0,0,-0.005,-0.315,-0.162,-0.05,0,0
1,0,0,2.853,14.863,16.631,-0.058,3,1
0,1,0,9.869,0.389,5.194,-0.022,2,1
0,0,1,-0.349,0.22,-0.198,-0.131,0,0
0,0,1,1.067,-0.146,0.825,-0.076,0,0
1,0,0,4.754,0.262,5.429,5.429,3,1
0,0,1,9.354,-0.137,4.485,-0.083,2,1
0,0,1,-3.121,-0.047,0.26,0.024,0,0
1,0,0,-0.294,-0.264,0.838,0.025,0,0
1,0,0,-0.222,-0.142,0.875,0.013,0,0
0,0,1,0.6,0.221,-0.4,0.07,0,0
0,1,0,-0.173,0.303,-0.128,0.059,0,0
0,0,1,0.374,0.871,1.289,2.349,1,0
0,0,1,-1.108,-0.251,-0.243,-0.089,0,0
0,0,1,0.533,0.072,-0.4,0.079,0,0
1,0,0,2.004,0.251,-0.469,0.103,0,0
0,1,0,8.929,0.318,7.952,4.572,3,1
1,0,0,5.519,0.021,2.794,-0.055,2,1
1,0,0,-0.568,-0.566,-0.8,0.048,0,0
1,0,0,-0.164,0.158,-0.321,0.164,0,0
1,0,0,0.613,0.487,-0.8,0.095,0,0
0,1,0,-0.41,0.233,-0.502,-0.035,0,0
1,0,0,3.955,-0.088,4.193,2.832,3,1
0,1,0,-0.737,0.158,0.418,-0.077,0,0
1,0,0,0.326,0.161,0.294,0.069,0,0
0,0,1,4.343,1.544,13.632,0.003,2,1
0,0,1,-2.269,-0.134,-0.4,0.104,0,0
1,0,0,2.061,-0.109,0.827,1.868,1,0
1,0,0,0.345,-0.147,-0.745,-0.087,0,0
1,0,0,5.693,0.118,6.278,2.503,3,1
0,1,0,0.479,-0.351,-0.321,-0.027,0,0
1,0,0,0.503,-0.039,0.034,-0.088,0,0
1,0,0,6.06,-0.197,11.284,-0.259,2,1
0,1,0,5.101,0.036,9.342,-0.308,2,1
1,0,0,0.025,-0.033,1.261,3.158,1,0
0,1,0,5.776,14.821,9.692,0.073,3,1
0,1,0,1.165,0.104,0.061,-0.029,0,0
1,0,0,4.383,0.886,11.826,0.087,2,1
1,0,0,3.876,30.886,8.028,-0.082,3,1
0,1,0,-1.855,0.638,0.603,0.098,0,0
0,0,1,0.377,-0.214,0.18,-0.129,0,0
0,0,1,10.064,-0.283,3.861,0.046,2,1
0,0,1,1.061,0.206,0.627,0.006,0,0
0,1,0,1.304,1.588,17.291,-0.032,1,1
1,0,0,5.857,0.371,2.709,0.018,2,1
1,0,0,-1.446,-0.035,0.121,-0.009,0,0
0,0,1,0.836,-0.161,0.237,0.093,0,0
0,1,0,-0.305,-0.452,0.694,0.089,0,0
1,0,0,8.78,0.3,5.988,0.107,2,1
0,1,0,-0.906,0.093,0.196,0.049,0,0
0,0,1,-1.292,-0.204,0.096,-0.019,0,0
1,0,0,-0.155,0.473,-0.096,-0.049,0,0
0,0,1,5.324,-0.391,4.443,3.756,3,1
0,1,0,3.711,15.199,16.575,0.069,3,1
1,0,0,-1.495,0.35,0.301,-0.114,0,0
0,0,1,-0.118,-0.244,0.965,0.038,0,0
0,1,0,9.243,0.091,7.593,4.218,3,1
0,0,1,0.521,0.498,-0.052,-0.011,0,0
0,0,1,-0.189,0.006,0.678,0.017,0,0
1,0,0,-0.234,0.12,-0.136,-0.022,0,0
0,1,0,7.836,-0.096,4.155,-0.007,2,1
1,0,0,-1.478,0.195,0.709,-0.023,0,0
1,0,0,-1.602,-0.36,0.292,0.187,0,0
1,0,0,1.109,0.323,0.29,0.071,0,0
1,0,0,0.105,1.453,17.565,-0.105,1,1
0,0,1,-1.439,-0.52,0.42,0.064,0,0
0,1,0,0.272,-0.393,0.595,-0.099,0,0
0,0,1,0.775,0.201,-0.255,-0.059,0,0
1,0,0,-0.773,-0.263,-0.488,0.096,0,0
0,1,0,4.614,1.367,11.617,-0.087,2,1
1,0,0,7.735,-0.011,3.365,-0.095,2,1
1,0,0,-2.125,0.321,0.157,-0.105,0,0
1,0,0,1.089,0.115,0.949,0.006,0,0
0,0,1,7.833,0.224,4.884,-0.177,2,1
1,0,0,1.055,-0.317,-0.284,0.123,0,0
1,0,0,-1.264,0.178,0.245,0.105,0,0
0,1,0,7.642,-0.135,8.53,-0.18,2,1
1,0,0,3.73,27.75,18.129,-0.067,3,1
0,1,0,5.818,15.241,13.123,0.042,3,1
0,0,1,8.235,-0.01,6.554,-0.037,2,1
1,0,0,1.752,-0.005,0.076,-0.046,0,0
0,1,0,0.815,0.075,0.12,0.126,0,0
0,1,0,0.248,-0.052,0.169,-0.083,0,0
0,1,0,2.022,0.492,1.921,2.389,1,0
0,1,0,-0.075,0.188,-0.256,0.063,0,0
1,0,0,1.247,11.758,19.185,0.063,2,1
1,0,0,-1.647,-0.128,-0.799,0.043,0,0
1,0,0,9.264,-0.042,6.124,4.867,3,1
0,0,1,0.717,-0.16,0.571,0.019,0,0
1,0,0,8.841,-0.291,6.136,5.605,3,1
1,0,0,7.489,-0.115,6.802,4.18,3,1
0,0,1,5.221,-0.327,7.192,3.698,3,1
0,0,1,7.199,0.056,4.021,-0.118,2,1
0,0,1,6.11,0.295,7.589,2.809,3,1
0,0,1,7.269,0.174,7.286,-0.12,2,1
0,0,1,-0.229,-0.289,-0.051,-0.08,0,0
0,0,1,1.629,0.328,0.218,-0.092,0,0
0,0,1,0.215,0.327,0.14,-0.017,0,0
1,0,0,0.471,0.258,0.022,0.031,0,0
1,0,0,4.457,1.212,14.604,-0.081,2,1
1,0,0,0.278,0.006,0.434,-0.003,0,0
0,0,1,1.583,-0.216,0.191,-0.021,0,0
0,1,0,0.529,-0.136,0.043,0.167,0,0
0,0,1,-0.444,-0.505,-0.4,-0.06,0,0
0,0,1,-0.268,0.145,-0.4,0.036,0,0
0,0,1,7.108,-0.173,5.504,4.852,3,1
0,1,0,-0.417,-0.061,0.706,-0.039,0,0
0,0,1,-1.233,0.39,0.367,0.086,0,0
1,0,0,-1.1,-0.054,-0.287,0.037,0,0
1,0,0,0.075,0.048,-0.005,-0.008,0,0
0,0,1,-0.124,0.354,0.134,0.086,0,0
1,0,0,9.742,-0.212,4.278,5.607,3,1
0,0,1,-0.835,0.374,-0.4,-0.075,0,0
1,0,0,-0.25,-0.025,-0.26,-0.06,0,0
0,0,1,0.091,-0.084,0.689,-0.063,0,0
1,0,0,-0.393,-0.185,0.347,-0.056,0,0
1,0,0,4.284,-0.204,11.768,-0.233,2,1
0,0,1,-1.525,0.518,-0.4,0.147,0,0
1,0,0,1.533,16.881,19.686,-0.027,2,1
0,1,0,0.099,0.19,0.307,-0.051,0,0
1,0,0,0.54,-0.037,0.035,0.136,0,0
0,0,1,1.626,1.354,13.76,-0.048,1,1
0,0,1,8.261,0.438,5.101,5.729,3,1
0,0,1,0.39,0.167,-0.261,0.114,0,0
0,1,0,10.55,0.065,5.24,0.036,2,1
0,1,0,0.835,-0.108,0.29,0.021,0,0
1,0,0,0.473,0.229,-0.444,-0.017,0,0
1,0,0,9.919,0.207,5.521,0.007,2,1
0,1,0,-0.058,0.297,-0.275,0.123,0,0
0,1,0,6.407,0.267,7.391,-0.02,2,1
1,0,0,3.828,18.734,19.261,-0.027,3,1
0,0,1,0.163,0.17,-0.4,-0.126,0,0
0,1,0,7.571,-0.552,3.969,4.438,3,1
0,1,0,2.72,12.673,14.01,0.062,3,1
0,0,1,4.625,1.864,13.622,-0.176,2,1
0,0,1,5.261,0.105,8.22,2.674,3,1
0,1,0,1.186,0.037,0.306,0.033,0,0
0,0,1,-1.313,0.382,-0.361,-0.018,0,0
1,0,0,-0.014,0.406,-0.051,0.003,0,0
0,1,0,0.172,-0.183,0.766,-0.149,0,0
0,0,1,5.096,-0.079,5.748,-0.025,2,1
0,1,0,0.434,0.286,0.784,-0.011,0,0
1,0,0,-1.718,-0.142,0.356,0.111,0,0
1,0,0,0.802,-0.334,0.702,3.351,1,0
0,0,1,6.479,1.336,15.542,0.142,2,1
1,0,0,-0.953,-0.13,0.208,-0.026,0,0
1,0,0,3.924,29.481,12.687,0.062,3,1
1,0,0,0.665,-0.026,-0.225,0.052,0,0
0,1,0,0.79,12.295,13.033,-0.021,2,1
0,0,1,3.126,35.017,18.918,0.146,3,1
1,0,0,11.591,0.07,1.951,0.146,1,1
0,1,0,1.027,-0.09,-0.101,0,0,0
1,0,0,-1.721,-0.092,-0.035,0.096,0,0
0,0,1,6.204,-0.08,5.343,3.895,3,1
0,1,0,0.027,0.17,0.144,0.13,0,0
1,0,0,9.08,-0.123,1.613,-0.139,1,1
0,0,1,0.426,0.091,0.357,0.033,0,0
0,1,0,-2.654,-0.004,-0.214,0.067,0,0
0,0,1,1.57,0.198,-0.072,0.139,0,0
0,0,1,-1.132,-0.143,-0.284,0.177,0,0
1,0,0,3.735,1.906,16.103,-0.037,2,1
0,0,1,1.969,43.835,8.288,0.199,2,1
1,0,0,-0.545,-0.281,0.575,-0.007,0,0
0,1,0,1.506,11.338,15.619,0.114,2,1
0,0,1,2.501,1.27,18.008,0.07,2,1
0,0,1,5.477,1.781,14.792,-0.045,2,1
0,1,0,0.469,-0.667,0.219,0.053,0,0
0,1,0,1.818,13.669,19.439,-0.041,2,1
0,1,0,0.424,-0.003,0.105,0.043,0,0
0,1,0,-0.16,0.028,0.239,-0.062,0,0
0,0,1,5.23,-0.241,2.079,-0.084,2,1
1,0,0,-1.664,0.353,-0.47,-0.123,0,0
0,0,1,1.018,0.357,-0.198,-0.035,0,0
0,1,0,-1.005,0.032,0.516,0.013,0,0
1,0,0,1.095,0.086,-0.556,-0.056,0,0
0,1,0,0.367,-0.134,-0.147,-0.174,0,0
1,0,0,0.205,-0.061,0.597,-0.059,0,0
1,0,0,3.951,0.457,5.413,0.012,2,1
0,1,0,9.03,-0.314,4.63,5.407,3,1
0,0,1,5.115,0.067,5.219,5.722,3,1
0,1,0,6.659,-0.123,7.18,4.697,3,1
0,0,1,-0.512,0.021,0.631,-0.188,0,0
0,0,1,-0.697,-0.031,-0.044,-0.109,0,0
0,0,1,-1.711,0.002,-0.168,0.035,0,0
0,1,0,0.389,-0.098,0.259,0.008,0,0
0,1,0,0.303,0.068,-0.542,0.062,0,0
0,1,0,-1.377,-0.128,-0.393,-0.077,0,0
0,0,1,4.969,0.013,3.932,-0.102,2,1
0,0,1,0.294,0.058,0.793,0.062,0,0
0,1,0,-0.986,0.413,0.286,-0.046,0,0
0,0,1,9.803,-0.103,9.313,2.695,3,1
1,0,0,1.769,17.589,13.602,-0.056,2,1
1,0,0,6.326,0.128,7.096,4.994,3,1
0,1,0,6.846,0.478,2.609,-0.027,2,1
1,0,0,8.361,0.079,5.248,4.018,3,1
1,0,0,0.109,-0.212,0.527,-0.076,0,0
1,0,0,-0.179,0.083,1.259,3.359,1,0
0,1,0,6.622,-0.296,5.041,4.016,3,1
1,0,0,0.763,-0.1,0.414,-0.068,0,0
0,1,0,-0.563,-0.398,0.353,-0.047,0,0
1,0,0,0.911,-0.289,0.66,0.018,0,0
0,0,1,1.602,0.392,0.197,-0.14,0,0
0,1,0,-0.223,0.029,0.102,-0.116,0,0
0,1,0,7.005,0.312,6.445,5.754,3,1
0,0,1,0.937,0.085,-0.098,-0.078,0,0
0,0,1,8.949,0.414,7.984,3.689,3,1
0,0,1,-2.18,-0.15,-0.046,-0.042,0,0
1,0,0,-0.729,0.479,-0.8,0.064,0,0
1,0,0,-0.886,-0.329,0.007,0.086,0,0
1,0,0,0.664,-0.068,-0.116,-0.039,0,0
1,0,0,-2.558,0.05,0.454,0.013,0,0
1,0,0,-0.895,-0.069,-0.514,0.077,0,0
1,0,0,3.837,1.469,11.615,-0.079,2,1
0,1,0,1.631,-0.042,-0.409,-0.049,0,0
0,0,1,-0.146,-0.208,-0.4,0.024,0,0
0,1,0,3.709,-0.172,2.116,-0.078,2,1
0,1,0,1.529,0.04,0.046,-0.003,0,0
1,0,0,-1.189,0.068,0.197,0.102,0,0
0,0,1,1.908,0.287,1.41,-0.006,0,0
0,1,0,-0.399,-0.265,0.853,0.153,0,0
